backgroundImage,date,description,email,facebook,features,images,instagramLinks,location,name,pagelink,phone,price,time,website
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/10/21/49/5c34ae55c1566b107ce3c5ec.jpeg?as=1&h=506&w=900&hash=76B9D192473D4930F96811D6344E6F8C20F1A032,03Mar2019-17Mar2019,"After a total sell-out 2018 Stirling Season, you’d better book tickets in advance! Expect high calibre circus, a rocking soundtrack and genuine belly laughs leaving adults and children with their jaws on the floor hooting for more.""Giggles and squeals of delight."" - Families UKWinner, Best Children's Show, Fringe World 2018.Ages 3–10.",,,"FeaturesAccess With Assistance for the DisabledDisabled access available, contact operator for details",,,"Adelaide,Adelaide,SouthAustralia,5000",Children Are Stinky – Adelaide Fringe,https://southaustralia.com/products/adelaide/event/children-are-stinky--adelaide-fringe,1300 621 255,,5:30PM-6:20PM,https://www.eventfinda.com.au/2019/adelaide-fringe39/adelaide
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/10/21/59/5bd927748e46550273c93463.jpeg?as=1&h=506&w=900&hash=A71F29B4E26CCA1F4E749E9907E1CF8AF4855506,03Mar2019-04Mar2019,"41 quintessentially Russian male voices from one of the world’s oldest choirs: tenors soaring over the luminous baritone texture and of course those incomparable bassi profundi, who seem to conjure a sound from the earth’s very core.  The programme will feature ancient pre-Western chant, liturgical masterworks and beautifully arranged folk songs delivered with profound emotion and at times terrifying intensity.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,"FeaturesAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/adelaidefestival/,"128KingWilliamStreet,Adelaide,Adelaide,SouthAustralia,5000",Sretensky Monastery Choir,https://southaustralia.com/products/adelaide/event/sretensky-monastery-choir,(08) 8216 4444,From$40to$99PricesrangefromBReserveUnder30toPremium,8:00PM-9:40PM,https://secure2.bass.net.au/adelaidefestival/WebPages/Gateway/Custom.aspx?E=N&QL=S4079|VATH|G~/WEBPAGES/Event/Dates.aspx
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/09/22/26/5be0ec620006cbe13b12a7ba.jpeg?as=1&h=506&w=900&hash=4F7CF3C046D4EFC2D20F90C684F90A92BE59F460,03Mar2019-16Mar2019,"At the centre of the city of Adelaide sits the Festival's beating heart: The Palais.With stunning vistas of the river, city and parklands, evening summer breezes and sunset drinks on the outdoor deck, and a series of must-see live events, the Palais is home to the Festival's artists, audiences and out-of towners for 18 glorious days and nights.Events start early each day until late at night with a diverse program of news and talks, food, artist forums, and an extraordinary live music program for every taste and preference.Opens every day from 7am.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,FeaturesEntity FacilityBarAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.,,https://www.instagram.com/adelaidefestival/,"KingWilliamStreet,ElderPark,Adelaide,Adelaide,SouthAustralia,5000",The Palais,https://southaustralia.com/products/adelaide/event/the-palais,(08) 8216 4444,,12:00AM-12:00AM,https://www.adelaidefestival.com.au/2018/thepalais
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/07/22/56/5be225c64f7d1ff872fb53bd.jpeg?as=1&h=506&w=900&hash=1D29D66A40EB4E22FF9B9A25EBF7EA5D76249CFE,04Mar2019-17Mar2019,"Unorthodox health education from Nurse Georgie, a mental Olympian that is physically phucked. Behave badly and feel better, no-one dies in this one.As seen on HYBPA?Best comedy Adelaide fringe Weekly Winner 2017Sold Out 2013/14/15/16/17Adored by the Audience- the upside news ★★★★Hilariously relatable- the Clothelsine ★★★★",admin@alist.com.au,https://www.facebook.com/NurseGeorgieCarroll/,"FeaturesEntity FacilityBarPublic ToiletAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/nurse_georgie_carroll/?hl=en,"EastTerrace,Adelaide,Adelaide,SouthAustralia,5000",Nurse Georgie Carroll: Treat Yourself,https://southaustralia.com/products/adelaide/event/nurse-georgie-carroll-treat-yourself,,From$25.00to$35.00Monday4thMarch(Preview),8:15PM-9:15PM,https://adelaidefringe.com.au/fringetix/nurse-georgie-carroll-treat-yourself-af2019
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/20/00/05/5c11ef565da5c1da1d94efc8.jpeg?as=1&h=506&w=900&hash=D4D38E0125C75667727447229A208CE85DD1DAE9,03Mar2019,For one night only — two of the most influential names in the world of electronic music together on one epic bill. Orbital’s impressive live show is rightly acknowledged as one of the greatest live music spectacles you can ever experience. Severed Heads are the Australian cult legends whose influence is universally acknowledged by musos around the planet.Life-changing.● MUSIC  ●  PG  ●  UK/AUSTRALIA  ●  MATHS LAWNS  ●  DOORS OPEN 7PM,buzz@adelaidefringe.com.au,https://www.facebook.com/RCCFringe/,"FeaturesEntity FacilityBarCafeFamily FriendlyNon SmokingParents RoomPublic ToiletRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/rccfringe/,"NorthTerrace,MathLawns,RCCFringe,Adelaide,Adelaide,SouthAustralia,5000",Orbital & Severed Heads,https://southaustralia.com/products/adelaide/event/orbital--severed-heads,1300 621 255,From$39to$49,7:00PM-10:00PM,https://adelaidefringe.com.au/fringetix/orbital-severed-heads-guests-af2019
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/13/22/07/5c37f1a0c1566b107ce3cccd.jpeg?as=1&h=506&w=900&hash=FF12033CD203926569448840FF8F9F74F4E2358F,04Mar2019-17Mar2019,"MELBOURNE INTERNATIONAL COMEDY FESTIVAL PRESENTSFERN BRADYPOWER & CHAOSWith her dry wit and caustic charm, Fern Brady has built her name on incisive commentary and close-to-the-bone comedy. Fern is bold, brash and sometimes brutal, using her unique world-view to dissect politics and relationships with passionate honesty. As seen on the BBC’s Live from the Apollo & Comedy Central’s The Russell Howard Hour.‘Whip-smart, unabashed honesty’ Herald‘An astounding hour’ ★★★★★ The List‘Quick witted acerbic stand-up’ ★★★★★ The Skinny",buzz@adelaidefringe.com.au,,Features,,,"RundlePark/Kadlitpina,CnrEastTce&RundleRd,Adelaide,Adelaide,SouthAustralia,5000",Fern Brady - Power & Chaos (Uk),https://southaustralia.com/products/adelaide/event/fern-brady--power--chaos-uk,1300 621 255,From$25to$34,9:30PM-10:30PM,https://adelaidefringe.com.au/fringetix/fern-brady-power-and-chaos-af2019
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/15/22/51/5b0c9441c9cd28195aa80a0b.jpeg?as=1&h=506&w=900&hash=9A0C2F0560283EFD912B624D9645C1ED1A562CB1,04Mar2019-01Jul2019,"The Moonta Women's and Children's Hospital Auxiliary hold regular fundraising Country Music Concerts at the Moonta Town Hall, George Street.  Tickets are available by calling  0418 830 639 or at the door for each performance. Supper available.Upcoming concerts and dates for 2019 are,Monday 4th March - Craig Giles and Kinda - from 8 pmMonday 1st April - Gary Daniel -  from 8 pmMonday 1st July - Bev Branson and John O'Dea - from 7.30 pm",,,"FeaturesAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.Suitable for guests with sufficient mobility to climb two or three steps, but would benefit from fixtures and fittings to aid balance.",,,"GeorgeStreet,Moonta,YorkePeninsula,SouthAustralia,5558","Country Music Concerts, Moonta",https://southaustralia.com/products/yorke-peninsula/event/country-music-concerts-moonta,0418 830 639,,8:00PM-10:00PM,
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/10/31/22/12/5bd9317e3ab913d37231bc29.jpeg?as=1&h=506&w=900&hash=334D7FD1C891ECF17A2B6A518627DFD0576ADBC6,04Mar2019-07Mar2019,"Milo Rau’s urgent, politically engaged theatre manifests an undying faith in the faculty of “humanity’s most ancient art form” to change the world. La Reprise investigates, via a news item, the birth of tragedy. Clinical, intimate, shocking and utterly compelling, no theatre lover can miss this unforgettable work from this major new voice in world theatre.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,"FeaturesAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/adelaidefestival/,"KingWilliamStreet,Adelaide,Adelaide,SouthAustralia,5000",La Reprise. Histoire(S) Du Théâtre,https://southaustralia.com/products/adelaide/event/la-reprise-histoires-du-thtre,(08) 8216 4444,From$40to$79PricesrangefromUnder30tostandard,8:00PM-9:30PM,https://secure2.bass.net.au/adelaidefestival/WebPages/Gateway/Custom.aspx?E=N&QL=S4047|VSPA|G~/WEBPAGES/Event/Dates.aspx
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/09/21/05/14/5a84d0b22aeff13a2f8b5874.jpeg?as=1&h=506&w=900&hash=6B263F26EEFF629F2B1BBD76F914B96B3758D650,04Mar2019,"Put simply - Day Dance is a party amongst the vines!Day Dance has 3 simple goals:1) To create a winery party that doesn't break the bank.2) Is queue free! That means no lines for food, the bar, or for the toilets.3) Is that beautiful balance between relaxed & party.Saturday March 3.Simon Hackett Wines, McLaren ValeMidday to 7.30pm",support@goodtimetickets.com.au,https://www.facebook.com/daydancefestival,"FeaturesEntity FacilityBarCarparkAccess With Assistance for the DisabledSuitable for guests with a hearing impairment, from mild hearing loss to profoundly deaf.",,https://instagram.com/daydancefestival,"BudgensRoad,McLarenVale,FleurieuPeninsula,SouthAustralia,5171",Day Dance 2018,https://southaustralia.com/products/fleurieu-peninsula/event/day-dance-2018,,From$25to$35Optiontoaddonreturnbustransportfromthecityfor$20.,12:00AM-12:00AM,https://www.goodtimetickets.com.au/event/55/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/01/22/29/5bda40600494a51626a6c28b.jpeg?as=1&h=506&w=900&hash=AA43F2DB53458C8124F92AA95AB853873C8D535E,04Mar2019-05Mar2019,"As the sun goes down, join us to experience the best of Adelaide and Writers' Week. Enjoy a glass of wine and some music in our idyllic outdoor setting before hearing from a line-up of Writers' Week's most entertaining, provocative and personable authors.",info@adelaidefestival.com.au,https://www.facebook.com/adelaidewritersweek/,Features,,https://www.instagram.com/adelaidefestival/,"KingWilliamRoad,NorthAdelaide,Adelaide,SouthAustralia,5006",Twilight Talks,https://southaustralia.com/products/adelaide/event/twilight-talks,(08) 8216 4444,,7:00PM-8:30PM,https://www.adelaidefestival.com.au/writers-week/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/09/21/05/15/59881424c248f9f96507672a.jpeg?as=1&h=506&w=900&hash=97B63B39642AACF6200703089F89F815E4306A21,04Mar2019-08Mar2019,"Speed Week at Lake Gairdner in the remote outback of South Australia, Australia. Where cars, motorbikes and trucks that comply to the Dry Lake Racers Australia Inc. rules and regulations compete for land speed records. The annual Speed Week attracts competitors from all over Australia and around the world to this amazing and unique location to try and go as fast as they can.The enormous salt lakes found in the outback of Australia have produced the ideal surface for land speed racing and are unquestionably the best in the world and they have been the location for many World record attempts.Land Speed Racing is one of the earliest and purest forms of motor-sport. It has a long and very illustrious history, with many famous and decorated people recognized for their association and endeavours to go faster than any man has before.Spectators are very welcome at Speed Week and their is ample opportunity to get up close to the machines and the teams, and to soak in the amazing atmosphere   that is only possible in 2 places around the world.",info@dlra.org.au,https://www.facebook.com/DryLakesRacersAustralia/,"FeaturesEntity FacilityBarCarparkCoach ParkingFamily FriendlyKioskPublic ToiletAccess With Assistance for the DisabledSuitable for guests with sufficient mobility to climb two or three steps, but would benefit from fixtures and fittings to aid balance.Suitable for guests who depend on the use of a wheelchair in a seated position at all times.Suitable for guests with a hearing impairment, from mild hearing loss to profoundly deaf.Suitable for guests with a vision impairment. Attained by providing for guests with partial vision impairment or total loss of useable vision.Disabled access available, contact operator for details",,https://www.instagram.com/drylakesracersau/,"UnnamedRoad,Kolendo,FlindersRanges,SouthAustralia,5717",Dlra Speed Week,https://southaustralia.com/products/flinders-ranges/event/dlra-speed-week,(03) 5472 4629,"From$30.00to$30.00SpectatorEntry-tothelake,thepitsandthestartline.",8:00AM-6:00PM,http://www.dlra.org.au/online-booking.htm
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/10/21/49/5bda47c21cdd4cfc3b80bb4d.jpeg?as=1&h=506&w=900&hash=F36988B3473A4560F84450B5B25C48E699C656D4,05Mar2019-10Mar2019,"Every night, Tiago Rodrigues teaches ten people a poem who have no idea which piece they will learn in front of the audience. While teaching the poem, Rodrigues tells the story of his nearly-blind grandmother, who decided to dedicate her remaining eyesight to learning a book by heart. An extraordinary collective experience.Performance runs between 75-120mins",info@adelaidefestival.com.au,https://www.facebook.com/adelaidefestival/,"FeaturesAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/adelaidefestival/,"57QueenSt,Norwood,Adelaide,SouthAustralia",By Heart,https://southaustralia.com/products/adelaide/event/by-heart,(08) 8216 4444,From$30to$59PricesrangefromUnder30tostandard,6:30PM-8:30PM,https://secure2.bass.net.au/adelaidefestival/WebPages/Gateway/Custom.aspx?E=N&QL=S4050|VODE|G~/WEBPAGES/Event/Dates.aspx
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/10/21/49/5c11dc0f32586d92564dd840.jpeg?as=1&h=506&w=900&hash=2F18BB503A0186758CAD33E23B391D4B069B51E8,05Mar2019-16Mar2019,"Briefs are back. Coming from the future to test the limits of masculinity and decency with their iconic brand of circus, drag, burlesque and comedy. Expect incredible artistry, sharp social commentary and warp- speed strippers from outer space. Prepare yourself for a close encounter with the Briefs boys!★★★★★ ‘Spectacular’ —Time Out● CIRCUS & PHYSICAL THEATRE ●  18+  ●  AUSTRALIAWARNING: Strong and frequent coarse language, loud noises, strong and occasional nudity, strong sexual references, smoke effects and strobe lighting.",buzz@adelaidefringe.com.au,https://www.facebook.com/RCCFringe/,"FeaturesEntity FacilityBarCafeFamily FriendlyNon SmokingParents RoomPublic ToiletRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/rccfringe/,"NorthTerrace,BonythonHall,RCCFringe,Adelaide,Adelaide,SouthAustralia,5000",Briefs: Close Encounters,https://southaustralia.com/products/adelaide/event/briefs-close-encounters,1300 621 255,From$45to$55,9:30PM-10:45PM,https://adelaidefringe.com.au/fringetix/briefs-close-encounters-af2019
